parameters,p_cit,p_TassocL,p_TassocGgvnL,p_GassocLgvnT,p_LindTgvnG,CIT_final_call,,p_L->A,p_L->B,"diff(B|A,B|A,L)",final_call
0.2_0.8,0.457750016374866,0.457750016374866,6.83412381708053e-45,0.0020639711471062,0.126696865001902, , ,0.0,0.15,0.01, 
0.2_0.9,0.0628676897481207,0.0628676897481207,1.20000361638533e-53,0.0559114278022728,6.183350942803929e-56, , ,0.01,0.16,0.91, 
0.2_1,0.0108667366085672,0.0108667366085672,1.34193209896014e-62,0.0058886383724103,2.18214180378007e-37,causal, ,0.0,0.02,0.0,causal
0.2_3,0.0082847518846634,0.0082847518846634,7.410783389394759e-229,0.002312928343837,5.99399773245231e-46,causal, ,0.0,0.03,0.69, 
0.3_0.1,0.802684184553044,0.167780308542224,0.424323666619785,4.3893359021145394e-12,0.802684184553044, , ,0.0,0.33,0.19, 
0.3_0.2,0.733398559815063,0.733398559815063,1.1959062650784e-06,0.0002933862192814,0.111822619431494, , ,0.0,0.57,0.89, 
0.3_0.3,0.221970758965539,0.221970758965539,1.74939737527815e-07,7.21541333310007e-08,4.91888965017482e-10, , ,0.0,0.27,0.17, 
0.3_0.4,0.99999958810366,0.819626150691307,2.7126464315900197e-13,2.76621801367324e-07,0.99999958810366, , ,0.0,0.04,0.37, 
0.3_0.5,0.877910582171782,0.693557270887706,2.3928101610896e-23,0.0021075667732585,0.877910582171782, , ,0.02,0.34,0.28, 
0.3_0.6,0.0878851272673006,0.0878851272673006,2.05107021513443e-26,0.0001103787220425,5.67851542952203e-48, , ,0.0,0.19,0.3, 
0.3_0.7,0.0260348696426833,0.0260348696426833,8.51503519747733e-45,3.20873267321217e-05,1.1437916865796799e-42,causal, ,0.0,0.01,0.15, 
0.3_0.8,0.0128914478909,0.0128914478909,1.3203141272136802e-46,0.0051098574547002,1.16088275167084e-45,causal, ,0.0,0.04,0.41, 
0.3_0.9,0.0847304811620685,0.0847304811620685,3.75609704838906e-61,5.82498042938344e-05,1.7348741474097297e-30, , ,0.0,0.0,0.42, 
0.3_1,0.162027747796293,0.162027747796293,8.73033308709598e-66,2.71994210601869e-06,0.0656704637630143, , ,0.0,0.29,0.39, 
0.3_3,0.0001617223045868,0.0001617223045868,1.40426341475937e-250,4.70960492058683e-06,8.971234202140511e-31,causal, ,0.0,0.0,0.0,causal
0.4_0.1,0.49298300053857,0.403939989606269,0.49298300053857,1.58945045105584e-10,0.208043014364826, , ,0.0,0.56,0.39, 
0.4_0.2,0.394294108493867,0.394294108493867,2.80650316263229e-05,3.68398051285415e-15,0.0002726189150696, , ,0.0,0.67,0.32, 
0.4_0.3,0.009151124347863,0.009151124347863,1.48796556018359e-07,9.33319492430381e-10,3.79276239013754e-07,causal, ,0.0,0.04,0.28, 
0.4_0.4,0.294281588670791,0.294281588670791,2.0506947142312099e-13,5.57953300766922e-12,0.00246489704411, , ,0.0,0.25,0.14, 
0.4_0.5,0.0307676889924315,0.0307676889924315,8.68778754087996e-17,1.6345658792265902e-09,1.95648387699139e-23,causal, ,0.0,0.12,0.0, 
0.4_0.6,0.0713281439349438,0.0713281439349438,2.49625785386171e-24,4.56435837604992e-08,4.2549529486920394e-43, , ,0.0,0.06,0.29, 
0.4_0.7,2.45694286582313e-05,2.45694286582313e-05,3.82125610059345e-28,2.39990502109125e-08,1.95318999351232e-26,causal, ,0.0,0.0,0.01,causal
0.4_0.8,0.956557074276795,0.238126089537847,4.00718728306583e-49,1.83418146191774e-08,0.956557074276795, , ,0.0,0.09,0.65, 
0.4_0.9,0.0050660653432541,0.0050660653432541,1.03415009234933e-55,2.23126122171693e-10,6.610447438934259e-28,causal, ,0.0,0.06,0.78, 
0.4_1,0.0105500227137538,0.0105500227137538,8.863775264732949e-57,2.45865610768149e-06,2.11176592399891e-92,causal, ,0.0,0.06,0.41, 
0.4_3,0.0043184446853316,2.51223890380084e-06,8.415309375803429e-237,0.0043184446853316,3.77740957262553e-85,causal, ,0.0,0.0,0.0,causal
0.5_0.1,0.270553843426194,0.270553843426194,0.146228108303887,9.359133653467479e-18,0.0235654733248386, , ,0.0,0.47,0.49, 
0.5_0.2,0.97952757059709,0.920113090240003,0.0011542348307217,1.64572713583364e-16,0.97952757059709, , ,0.0,0.85,0.19, 
0.5_0.3,0.0102134140783705,0.0102134140783705,3.31053062909111e-13,1.09982104717528e-15,4.24701074292839e-12,causal, ,0.0,0.04,0.02,causal
0.5_0.4,0.986054801392887,0.785496183436537,2.70583261538975e-10,4.63740120936683e-10,0.986054801392887, , ,0.0,0.93,0.07, 
0.5_0.5,0.999999954693531,0.833186530316972,2.74357036115201e-17,3.28483702955102e-23,0.999999954693531, , ,0.0,0.94,0.58, 
0.5_0.6,0.0259547580952154,0.0259547580952154,3.7207174600910596e-33,2.08552264024041e-14,9.94319451628214e-12,causal, ,0.0,0.06,0.16, 
0.5_0.7,0.0001836663181821,0.0001836663181821,2.9415150795118602e-31,1.6777094513711298e-12,1.05850251992459e-32,causal, ,0.0,0.0,0.0,causal
0.5_0.8,0.0019915177388809,0.0019915177388809,6.01047131470707e-46,1.22289054408968e-08,5.8826424826591195e-36,causal, ,0.0,0.0,0.01,causal
0.5_0.9,0.761086329192344,0.114287435787172,1.53095317917199e-47,7.79468932662873e-13,0.761086329192344, , ,0.0,0.1,0.07, 
0.5_1,0.0049056038102593,0.0049056038102593,6.68967603356192e-64,9.94427240109932e-14,5.05934399260998e-10,causal, ,0.0,0.01,0.72, 
0.5_3,0.0001392083280929,3.37997706673551e-13,4.19670102269999e-199,0.0001392083280929,1.17246410958158e-90,causal, ,0.0,0.0,0.0,causal
0.6_0.1,0.163517349509217,0.0149684250476149,0.163517349509217,7.021838094004051e-23,0.0821803665926627, , ,0.0,0.03,0.33, 
0.6_0.2,0.0163828372556794,0.0163828372556794,0.0021857481599481,2.1089946341533e-28,0.0007718959379112,causal, ,0.0,0.04,0.9, 
0.6_0.3,0.0008325032529921,0.0008325032529921,0.0001149613729369,5.61774232220228e-26,7.24128597861433e-05,causal, ,0.0,0.01,0.25, 
0.6_0.4,0.0021775777017761,0.0021775777017761,1.7326013850541397e-11,1.4731259098252602e-14,1.12354987237374e-11,causal, ,0.0,0.01,0.03,causal
0.6_0.5,0.0460879563100828,0.0460879563100828,2.54755800434477e-10,1.77709249685283e-22,1.22703441740706e-16,causal, ,0.0,0.03,0.64, 
0.6_0.6,0.006589160532907,0.006589160532907,4.28578484101332e-26,4.1798028858311494e-18,3.03690366636643e-16,causal, ,0.0,0.01,0.0,causal
0.6_0.7,0.0015401675286019,0.0015401675286019,3.29083236690497e-26,2.40004775650741e-20,7.21824695881942e-29,causal, ,0.0,0.0,0.53, 
0.6_0.8,2.10027088548502e-06,2.10027088548502e-06,2.8111726058602496e-30,3.31683317902331e-16,6.512267538240971e-25,causal, ,0.0,0.0,0.0,causal
0.6_0.9,0.00014604216318,0.00014604216318,2.8054952920910298e-40,4.70582922201024e-21,7.141020772901991e-25,causal, ,0.0,0.0,0.07, 
0.6_1,5.98659250265481e-06,5.98659250265481e-06,3.4782296957412796e-49,9.88251898628849e-18,2.0514492107182302e-45,causal, ,0.0,0.0,0.05, 
0.6_3,5.8741808058458e-09,5.8741808058458e-09,5.18471780436166e-200,6.35456282638508e-10,4.22906814821022e-66,causal, ,0.0,0.0,0.0,causal
0.7_0.1,0.347081797414316,0.0225790215890276,0.347081797414316,1.2855626385260499e-36,0.189904771024267, , ,0.0,0.04,0.65, 
0.7_0.2,0.56263867733031,0.56263867733031,0.0067547065101603,1.31219583367063e-24,0.214221240803714, , ,0.0,0.1,0.36, 
0.7_0.3,0.131112843799201,0.131112843799201,4.46027865632206e-05,2.16713740676137e-21,1.30852935921377e-10, , ,0.0,0.19,0.06, 
0.7_0.4,0.0019360176580383,0.0019360176580383,2.7599411231742397e-11,1.3209643669447999e-23,3.2555236311551703e-09,causal, ,0.0,0.0,0.2, 
0.7_0.5,7.28616508140556e-05,7.28616508140556e-05,1.5504496177189602e-19,7.6625213647014895e-28,6.02876314599059e-24,causal, ,0.0,0.0,0.96, 
0.7_0.6,0.0004259821680022,0.0004259821680022,8.60644997200912e-23,4.29252183911331e-29,1.68778089280058e-19,causal, ,0.0,0.0,0.01,causal
0.7_0.7,0.0036121000967824,0.0036121000967824,2.57816752553335e-23,3.4466917004874604e-25,3.88479909391967e-12,causal, ,0.0,0.03,0.12, 
0.7_0.8,0.0008827188046867,0.0008827188046867,6.48665930449301e-37,1.1057751321035e-24,2.52001285063827e-10,causal, ,0.0,0.0,0.02,causal
0.7_0.9,2.4146744588864e-08,2.4146744588864e-08,2.18288856304529e-44,2.45460469402031e-24,2.2265404388417997e-43,causal, ,0.0,0.0,0.01,causal
0.7_1,6.33920728320787e-07,6.33920728320787e-07,6.2190992273760296e-55,6.79977541966981e-20,4.13216061003164e-39,causal, ,0.0,0.0,0.82, 
0.7_3,3.98278458572701e-08,2.79199688711591e-24,2.44424273724269e-209,3.98278458572701e-08,1.19659668723481e-96,causal, ,0.0,0.0,0.0,causal
0.8_0.1,0.450894990979039,0.450894990979039,0.0079176022003119,9.2693905528286e-35,0.245995185321731, , ,0.0,0.56,0.38, 
0.8_0.2,0.115802209511989,0.115802209511989,0.0002938013283832,8.18885220978346e-31,8.68994026371752e-10, , ,0.0,0.19,0.48, 
0.8_0.3,0.772256958674284,0.282679976925056,3.0631843228493e-09,1.8363018479775202e-35,0.772256958674284, , ,0.0,0.09,0.42, 
0.8_0.4,0.0002771450212162,0.0002771450212162,2.4913888797861703e-10,7.750724600532009e-33,1.01714540276618e-07,causal, ,0.0,0.0,0.01,causal
0.8_0.5,0.0001958102926769,0.0001958102926769,1.7910227185913998e-17,4.81279522098594e-30,1.6398565271893602e-20,causal, ,0.0,0.0,0.15, 
0.8_0.6,4.57526099755774e-06,4.57526099755774e-06,1.1042961636140799e-18,1.47689044016729e-33,2.46311074482472e-16,causal, ,0.0,0.0,0.0,causal
0.8_0.7,0.0003033285839303,0.0003033285839303,4.7054312730021e-30,1.52780276118257e-28,1.24636492218351e-18,causal, ,0.0,0.01,0.17, 
0.8_0.8,2.4794375504232e-06,2.4794375504232e-06,3.01475493298177e-24,1.99479784051892e-34,4.86020046019832e-24,causal, ,0.0,0.0,0.0,causal
0.8_0.9,6.77272441608414e-07,6.77272441608414e-07,6.33145048493113e-47,6.014935697676959e-30,7.96014478639121e-37,causal, ,0.0,0.0,0.0,causal
0.8_1,3.8455203203578395e-12,3.8455203203578395e-12,3.31247532546439e-47,1.3916450802808202e-31,5.5583831975305196e-33,causal, ,0.0,0.0,0.0,causal
0.8_3,4.3682867150755905e-14,1.11275031990282e-26,1.44873718105423e-152,4.3682867150755905e-14,1.0101012792780601e-76,causal, ,0.0,0.0,0.0,causal
0.9_0.1,0.647343831909229,0.647343831909229,0.415268781233908,1.10885237889223e-51,0.050475794056702, , ,0.0,0.96,0.06, 
0.9_0.2,0.069955823380518,0.069955823380518,4.29362160588033e-05,3.08656879647459e-48,4.22116151556564e-07, , ,0.0,0.25,0.32, 
0.9_0.3,0.0004658054693931,1.10827821256288e-06,0.0004658054693931,7.74318569617167e-41,0.0001661672557363,causal, ,0.0,0.0,0.16, 
0.9_0.4,0.0275525579452431,0.0275525579452431,2.7626437849631297e-11,9.73310781491289e-39,0.0023439143876147,causal, ,0.0,0.07,0.5, 
0.9_0.5,0.0084241540101766,0.0084241540101766,3.9318053557319205e-15,5.36351435746483e-39,1.89385836261863e-06,causal, ,0.0,0.05,0.19, 
0.9_0.6,0.0007785240627305,0.0007785240627305,2.13793105984018e-21,2.86140845773409e-38,1.65127399830338e-11,causal, ,0.0,0.01,0.03,causal
0.9_0.7,1.03698232469514e-09,1.03698232469514e-09,7.25301240135099e-20,3.4730093271551e-39,1.0608842800125102e-15,causal, ,0.0,0.0,0.0,causal
0.9_0.8,2.92133667524354e-06,2.92133667524354e-06,1.11002326276039e-27,4.3357098017262695e-42,1.2105301253833e-22,causal, ,0.0,0.0,0.05, 
0.9_0.9,4.81617094755461e-10,4.81617094755461e-10,1.18422950635113e-42,3.2684000284168797e-34,5.84321490850249e-37,causal, ,0.0,0.0,0.0,causal
0.9_1,6.164647178361861e-14,6.164647178361861e-14,5.37310738949254e-43,7.283088229137479e-36,6.00739417323747e-41,causal, ,0.0,0.0,0.0,causal
0.9_3,2.15684442086343e-13,8.03127075148987e-31,1.6943124401909502e-161,2.15684442086343e-13,5.0313776075498e-102,causal, ,0.0,0.0,0.0,causal
1_0.1,0.881029556060432,0.0730865151957264,0.165164786954936,2.11121190380234e-46,0.881029556060432, , ,0.0,0.08,0.37, 
1_0.2,0.131433019071003,0.131433019071003,4.11291348999632e-05,1.03241403629735e-50,0.0169049147668098, , ,0.0,0.21,0.0, 
1_0.3,0.0362605066966637,0.0362605066966637,0.0003676840639227,6.09278261201593e-51,0.0001339103389556,causal, ,0.0,0.04,0.01,causal
1_0.4,0.0130632756377855,0.0130632756377855,3.5429273137724e-14,7.88807461675811e-48,0.0042631920601919,causal, ,0.0,0.04,0.02,causal
1_0.5,0.0002877887384351,0.0002877887384351,4.3285930013025396e-11,2.43465067665598e-52,1.69540265121738e-14,causal, ,0.0,0.0,0.27, 
1_0.6,1.03801794140705e-07,1.03801794140705e-07,9.58559062888067e-18,5.562714069415699e-41,1.47838295728905e-14,causal, ,0.0,0.0,0.03,causal
1_0.7,9.00359608584745e-08,9.00359608584745e-08,2.80418617035082e-23,2.05635149301131e-40,8.60582966372377e-18,causal, ,0.0,0.0,0.01,causal
1_0.8,1.70613185341135e-06,1.70613185341135e-06,5.09417742315149e-39,9.288622714788079e-40,2.19983889963904e-22,causal, ,0.0,0.0,0.07, 
1_0.9,4.01346138540294e-13,4.01346138540294e-13,1.8289775327753602e-24,7.8181244956133e-34,4.23754250149631e-24,causal, ,0.0,0.0,0.0,causal
1_1,6.65600804160594e-16,6.65600804160594e-16,7.63381593691563e-47,1.22845182595806e-33,1.59406767720376e-36,causal, ,0.0,0.0,0.0,causal
1_3,2.89680894325051e-14,5.1818268448637796e-36,5.7865491156197505e-157,2.89680894325051e-14,8.40087989241083e-85,causal, ,0.0,0.0,0.0,causal
3_0.1,0.471194987193143,0.435367816355738,0.236854831425149,4.65218139742188e-255,0.471194987193143, , ,0.0,0.72,0.07, 
3_0.2,0.18019120995014,0.119606069776617,0.18019120995014,4.0174920042555e-266,0.167348672363263, , ,0.0,0.34,0.45, 
3_0.3,0.629375983196399,0.539748831418802,0.629375983196399,4.18703962885638e-262,0.491985917754656, , ,0.0,0.79,0.17, 
3_0.4,0.597588582067425,0.536197689485278,0.597588582067425,2.1819707187706e-249,0.543451560820418, , ,0.0,0.71,0.99, 
3_0.5,0.870824389470459,0.870824389470459,0.185384160546501,3.9619002959252895e-266,0.837984159034048, , ,0.0,0.48,0.43, 
3_0.6,0.540349072539959,0.468682733035568,0.540349072539959,5.97922453142065e-242,0.088950179468921, , ,0.0,0.3,0.29, 
3_0.7,0.557481109098981,0.557481109098981,0.368347696387893,6.0417592412023106e-235,0.272225449057615, , ,0.0,0.5,0.89, 
3_0.8,0.65363078832271,0.65363078832271,0.529670891678187,2.02788999616046e-267,0.343931882462952, , ,0.0,0.91,0.99, 
3_0.9,0.870003656672159,0.624708727706588,0.173406274176256,3.59776895585528e-250,0.870003656672159, , ,0.0,0.05,0.48, 
3_1,0.692346518867555,0.0795104447791329,0.519450704876913,8.347637698007769e-251,0.692346518867555, , ,0.0,0.16,0.63, 
3_3,0.611655664285482,0.0769695995948635,0.0067605027898661,4.38596954976954e-262,0.611655664285482, , ,0.0,0.08,0.05, 
