p_cit,p_TL,p_TG,p_GL,p_Lind,GroundTruth
0.998756326100139,0.0316814144309021,0.0024654892775099,3.18533168448996e-07,0.998756326100139,1
0.999978301722253,0.429274902113075,4.79294471558596e-06,1.08326246302783e-08,0.999978301722253,1
0.995516605533162,0.854384658253007,3.16052414859419e-10,2.00229950060799e-09,0.995516605533162,1
0.99999999999978,0.0025419933563837,1.1802930472358e-10,1.56755730784146e-125,0.99999999999978,1
0.999999992393255,0.0130494182787367,4.08702461727568e-16,0.0,0.999999992393255,1
0.933664735577471,0.147812063249908,0.190358452146212,2.9901700988482596e-55,0.933664735577471,1
0.999998334813034,0.862740632146409,1.26619092246933e-12,2.11437680630421e-34,0.999998334813034,1
0.959991332511757,0.143773378234016,0.0381535374844576,3.11635487626102e-35,0.959991332511757,1
0.999999972312258,0.0070118552586307,2.41589863873913e-07,5.88400245737092e-19,0.999999972312258,1
0.999999999999499,0.532734917448813,5.95111709021871e-51,1.32813843128805e-19,0.999999999999499,1
1.08080543742836e-06,1.08080543742836e-06,3.2223772435731803e-31,1.52287746521908e-29,4.68681726839437e-24,1
0.996321412307584,6.84212020991049e-05,0.0110736566782566,2.65592299676138e-56,0.996321412307584,1
0.0319301172624904,0.0319301172624904,5.86459608106947e-08,0.0011922821540115,1.4895238213251e-08,1
0.916435629240291,0.0323955362346688,0.0587630113542452,0.000227470133235,0.916435629240291,1
0.999999999999927,0.761334688121442,4.59264006261859e-20,2.1908935100536798e-42,0.999999999999927,1
0.0455316911787407,0.0455316911787407,0.0019910493119331,0.000728013716011,0.0039768765466049,1
1.0,1.63640640730869e-06,4.0978633874779905e-14,3.75167094773582e-07,1.0,1
0.221316756088048,0.221316756088048,0.0159329146169479,4.57361440525077e-12,0.0070191138116191,1
0.773381885928468,0.15471669521448,0.0232888228843646,0.0,0.773381885928468,1
0.971945006262727,0.0547535536962865,0.0395192521359435,3.19532151163733e-05,0.971945006262727,1
0.59564738146895,0.59564738146895,0.311704305063683,0.0,0.571498745040189,1
0.343763559488997,0.343763559488997,0.0001968635304174,4.39468914532665e-05,2.63619269990797e-05,1
0.683012929303257,0.326363944222108,0.656430439334309,6.8098648568347495e-34,0.683012929303257,1
0.999984541770979,0.87166749097926,9.8777377685978e-09,1.69365149929344e-27,0.999984541770979,1
1.0,0.01640658923396,1.67684083520523e-42,1.3912108225708302e-19,1.0,1
0.116866544983352,0.116866544983352,0.0001074172345282,4.6057901812615397e-26,7.85801107869472e-06,1
0.986010003384084,0.70063891985869,0.0115120466024205,4.84060286665981e-59,0.986010003384084,1
0.403315433409524,0.0135087739111887,1.0058845233903499e-36,1.54143058378414e-32,0.403315433409524,1
0.973896549712248,0.604523320910933,0.0006071212930944,3.43324648156857e-75,0.973896549712248,1
0.00747483452946,0.00747483452946,3.3116997841415e-14,3.48546515378792e-31,7.24286537071631e-12,1
0.999999999605057,0.782905650301583,2.87441006625764e-11,0.0,0.999999999605057,1
1.0,0.0081727968128,3.89744355545618e-64,1.781996467002e-73,1.0,1
1.0,0.020964791213269,1.98666315690597e-22,1.5659735081351102e-17,1.0,1
0.999999999663037,0.422030761661203,1.25030453036188e-10,0.0032026591162903,0.999999999663037,1
0.219756614412939,0.219756614412939,9.190295538499181e-09,0.0074713086561033,1.7910626230704297e-11,1
0.0427974066260571,0.0427974066260571,3.863681700441911e-09,5.7002162285259396e-33,1.07057899290023e-06,1
0.999999997750345,0.838033615032778,5.83236160610736e-13,3.30943431753977e-93,0.999999997750345,1
0.999999999082319,0.178825465080553,4.9040039907061403e-17,0.0,0.999999999082319,1
0.781817974097361,0.579911265149063,0.444818400598659,0.0003491478482645,0.781817974097361,1
1.0,0.0824939176563444,1.20272265806522e-18,3.01740914262049e-06,1.0,1
1.0,0.0072087184985126,1.8203673057291401e-19,1.65811578308894e-130,1.0,1
1.0,0.950255164052394,6.978791993289639e-28,5.3479036440075205e-73,1.0,1
0.999999999979325,0.941199536038221,2.6887474109369e-44,9.05799724996705e-09,0.999999999979325,1
1.0,0.289912635773286,3.99724904915685e-90,6.0673822014728605e-87,1.0,1
0.158951946610709,0.158951946610709,4.22742466461378e-09,1.52112305581314e-08,3.0763063992649e-11,1
0.99999999461715,0.318981468800638,4.88122976931791e-12,3.6359773505194105e-91,0.99999999461715,1
1.0,0.0305776478927083,1.31400185206939e-25,1.71723014711612e-69,1.0,1
0.999964812007488,0.0152011176559633,6.4009144284013e-07,0.0003936935750374,0.999964812007488,1
0.994476647534263,0.620642084010225,0.0016790335015331,0.0052597112763198,0.994476647534263,1
0.978033292129676,2.19711553849941e-13,0.045034243103819,4.81502318197513e-07,0.978033292129676,1
0.910002748970779,0.691594533693184,0.0216452374266507,4.6296920172395e-05,0.910002748970779,1
1.0,0.561575718442825,2.4184832543562e-118,3.84673485712471e-94,1.0,1
0.0097560266830812,0.0097560266830812,0.0003802423106363,5.9117179774399404e-117,0.0021923539008449,1
1.0,0.080299164052153,1.68039899944776e-102,9.897397056177739e-42,1.0,1
0.909559095969212,5.10544198093915e-06,0.117998891955411,2.44952778160015e-05,0.909559095969212,1
0.0554688928545529,0.0554688928545529,0.0012097430375954,6.18871284919108e-13,0.0003629892390477,1
0.055709896037839,0.055709896037839,9.38952540902691e-31,0.0003295545605051,1.90963424119692e-21,1
0.975128371073996,0.94617793354904,0.0127097003464729,4.63421810945108e-34,0.975128371073996,1
0.582953833597854,0.211121582313464,0.582953833597854,3.8167036610435003e-16,0.253407702459025,1
0.999999941798884,0.946408093282595,3.02998294992866e-37,0.0006134186537424,0.999999941798884,1
0.190641121815824,0.190641121815824,1.5616861923544602e-14,1.28350776519699e-06,1.3868821006608e-21,1
0.999999999985521,0.0680231088619656,1.38309043905068e-08,4.63672650533681e-11,0.999999999985521,1
1.0,0.276792419016253,2.4790798611674197e-18,2.0001794888397698e-18,1.0,1
1.7508462243074e-10,1.2132107524783099e-13,1.7508462243074e-10,2.9714472514285e-19,2.8873613423057e-12,1
0.763192174591682,0.450370583269731,0.0008229077086417,1.2806128867719101e-58,0.763192174591682,1
0.995248367898123,0.663761732964117,0.0028133080311671,2.19900631449684e-05,0.995248367898123,1
0.393053198073914,0.393053198073914,0.0167906343293454,9.75569489717142e-75,0.380985857005542,1
0.99994516357582,0.847278616308078,2.2775506731249002e-11,1.42858398758152e-05,0.99994516357582,1
0.980176404408028,0.0008087371911981,0.0435017627749135,1.1828497410764e-34,0.980176404408028,1
1.0,0.0266749103463597,2.36590152234502e-49,3.3422732905067497e-18,1.0,1
0.365849882789729,0.365849882789729,1.4699159454212e-07,3.90927836050954e-05,1.4257195617713398e-11,1
0.531012867533581,0.531012867533581,5.9198130760255e-06,0.0115359927458123,3.79922367593282e-10,1
0.999075707063713,0.287517891875561,0.0010892634124632,0.0,0.999075707063713,1
0.273591163404685,0.273591163404685,0.0498196357848767,1.42503801226027e-74,0.0061550116448456,1
0.812450746623712,0.0502581160223452,0.41818231582324,2.00820169245252e-06,0.812450746623712,1
0.479072151249258,0.479072151249258,0.0043569609789808,6.63649710765875e-39,0.397237236479034,1
0.0121085596980306,0.0010608172245573,4.1101300623562e-124,4.59431868816176e-15,0.0121085596980306,1
0.0837176440771523,0.0837176440771523,6.11263807243961e-32,1.4656648548560102e-15,0.0373979485503562,1
0.999988661728771,0.308618240380365,8.28997378659054e-06,1.2230486074215099e-56,0.999988661728771,1
0.998400463339329,0.084843050772154,0.0070155195511455,1.1732790017344301e-17,0.998400463339329,1
1.0,0.0005519261702116,1.59696601813819e-42,2.06222268494538e-77,1.0,1
0.997311103630864,0.0275216375616075,0.0127581822005833,2.57213832922408e-05,0.997311103630864,1
0.0603972018422196,0.0309064971120044,1.13220026970528e-10,7.0389167025543605e-59,0.0603972018422196,1
0.999835773417431,0.0261411486720317,2.07347577440228e-28,7.90510475323111e-68,0.999835773417431,1
1.0,0.0023590128576989,4.4021802505482e-161,7.19945825730135e-105,1.0,1
0.865245379334364,0.0009104092261932,0.306937144299426,0.0001020022241616,0.865245379334364,1
1.0,0.569471884625839,2.62490450791556e-63,1.61303179142656e-51,1.0,1
0.811937708603642,0.58190559106062,0.419426274056169,6.29322682670086e-34,0.811937708603642,1
6.33730505015035e-05,5.96299887353613e-05,6.33730505015035e-05,1.07685291365878e-71,1.77530661362425e-07,1
0.999954190517432,0.93293403238654,1.96589680269639e-06,3.0390008832247596e-135,0.999954190517432,1
0.546135214688277,0.0359731128769783,0.0251946256146233,0.0,0.546135214688277,1
0.679102923650246,0.679102923650246,0.0118089883079625,2.87766313598867e-06,1.95186296110279e-05,1
0.890904483820448,0.26682373085284,0.313124126686568,2.34933496068757e-08,0.890904483820448,1
1.0,0.0681600342234259,5.616620314870101e-20,7.8292338505693e-74,1.0,1
1.0,0.410835110347947,1.50657270414697e-66,2.92703563270309e-87,1.0,1
0.961944810757505,0.502022099085927,0.961944810757505,2.66073969984388e-06,0.424011038687032,1
0.974953228652874,0.0540463310076167,0.0263572586387424,1.02471068456372e-12,0.974953228652874,1
2.53296152574399e-06,2.53296152574399e-06,3.58034525054535e-17,1.77983331620842e-12,4.65245176676901e-13,1
1.0,0.0009230418354523,3.01684093549941e-45,1.24061057492733e-05,1.0,1
1.0,0.0001355168608124,7.874873651785489e-78,4.67004527636793e-08,1.0,1
0.999999992593999,0.365547964297348,9.76133678532816e-19,2.8156534437973097e-36,0.999999992593999,1
0.873339591565458,0.465075400728013,0.0366710508366095,0.0,0.873339591565458,1
0.999454232246616,0.828755533550685,4.25803816544527e-07,4.81283547682415e-27,0.999454232246616,1
0.999999999996247,0.53828438687011,4.13392349442395e-40,1.92681026091288e-13,0.999999999996247,1
1.0,0.110088735319041,3.49358194067319e-22,2.20769813911638e-09,1.0,1
0.998064871397442,0.559598327351756,0.0003929792653285,2.96173498016895e-43,0.998064871397442,1
0.990374924473354,0.0903767382246001,0.0054562317087921,1.52403042806295e-05,0.990374924473354,1
0.916312649131098,0.691512082686224,0.916312649131098,1.39692442444424e-26,0.495824563978462,1
0.671366650504291,0.261256863522724,1.4587712772295498e-11,1.3330932830643298e-26,0.671366650504291,1
0.820551052183174,0.393186324199695,0.233858813009542,0.0003243441836137,0.820551052183174,1
0.511903355271995,0.158714449956063,0.511903355271995,0.0004146266489877,0.288557382508619,1
0.99862382655421,0.385212653602818,1.64952292677723e-14,6.651400011928619e-40,0.99862382655421,1
0.0283089268272064,4.23492007395276e-55,0.0283089268272064,1.88774083904879e-39,0.0198331435598854,1
0.999999999997718,0.318143696895718,2.67338201507249e-10,1.62700072475617e-05,0.999999999997718,1
0.999999997342036,0.813954059448152,1.58386935889888e-29,2.99779066056473e-05,0.999999997342036,1
2.0755706635532599e-13,2.0755706635532599e-13,3.75327615632504e-66,3.5909219281568904e-23,2.06103061639689e-51,1
1.0,0.475008513187249,2.76780135552665e-23,1.06883763248268e-149,1.0,1
1.0,0.752560411190857,7.146397906757581e-17,0.0,1.0,1
1.0,0.0315071363026042,1.02950446577866e-63,7.78981108823504e-86,1.0,1
0.925942304078202,0.446808351568373,0.0001163014622787,7.79029811245292e-87,0.925942304078202,1
0.999592576743332,0.341282771206229,0.000158245793242,5.3722668109045396e-40,0.999592576743332,1
0.999745277026344,0.657011244417792,4.50577148354474e-05,0.0001016559844132,0.999745277026344,1
0.999737489556603,0.546112158435331,2.69721030593343e-06,3.6680968344312197e-40,0.999737489556603,1
0.999999999843099,5.02186494000081e-08,8.298517434107939e-11,8.46036857457098e-07,0.999999999843099,1
0.999999999999991,0.225061876460963,9.78887593628825e-19,3.84687581453559e-124,0.999999999999991,1
3.68020307199797e-10,7.25134851897551e-16,1.23658561561181e-14,3.68020307199797e-10,3.1329042394463497e-12,1
0.0479964978333564,0.0479964978333564,2.87634193416142e-08,2.70161594748869e-08,1.4694124593708202e-09,1
0.999238274179026,0.671323647491361,3.49367001459458e-07,1.72588254390563e-60,0.999238274179026,1
0.999993666985038,0.604593946560224,6.6933748856620695e-12,1.42936041304799e-33,0.999993666985038,1
0.749223665548823,0.568462670734788,0.749223665548823,5.60294898704033e-05,0.387858914601621,1
0.381137724239239,0.381137724239239,0.235891944234708,5.04360285202029e-06,0.136502371040185,1
0.999999999999979,0.580784158820363,1.03407515049603e-27,5.1743985637749e-67,0.999999999999979,1
0.999989149898338,0.967459529946838,6.9829794755016206e-09,1.4602016579646798e-56,0.999989149898338,1
0.568414974752595,0.568414974752595,0.0398804468966043,6.51760332007318e-78,0.559918670651194,1
0.999999999944631,0.000208023044942,1.05767893608631e-10,3.44149078567871e-06,0.999999999944631,1
0.999999999998592,0.308333156215067,9.68574428635433e-18,3.23919018163476e-19,0.999999999998592,1
0.97355241651621,0.12229797213495,0.0214841471334952,1.58375558721276e-09,0.97355241651621,1
0.871471557888372,0.871471557888372,0.354162622071906,0.0003723826491925,0.190473550426387,1
0.999932187290362,0.421301438851693,7.48800857612653e-09,4.26585243598299e-13,0.999932187290362,1
1.0,0.187669319781911,5.976179377843449e-43,6.66959431391474e-18,1.0,1
0.776798578607033,2.42307233153535e-05,0.776798578607033,2.56432864758802e-54,0.512476867863819,1
0.966058825204566,0.624232194682839,0.0183726026569914,0.0,0.966058825204566,1
0.840678283045785,0.0465770014013011,0.457117825388821,1.56405329545329e-81,0.840678283045785,1
1.0,0.261283982206634,5.5017089121495305e-25,9.60786507252524e-38,1.0,1
0.994915981544624,0.33845056785056,0.0018940706027689,1.46951294355244e-34,0.994915981544624,1
0.860658448799461,0.120905538829761,0.276643217891451,0.0001000249607931,0.860658448799461,1
0.999999999982208,0.420009395752746,1.4605712938701998e-17,0.0,0.999999999982208,1
0.95426161060763,0.881506094112918,0.0246695163894445,4.71873041853371e-07,0.95426161060763,1
0.999279105952796,0.0130915039704394,0.0001795012701461,2.20655674506328e-90,0.999279105952796,1
0.472101111245411,0.345280191559016,0.472101111245411,2.06711208078414e-58,0.236939821808243,1
0.219960571935044,0.219960571935044,2.46609448032332e-28,4.84192049698078e-08,0.000814915473714,1
0.944439244773147,0.0001450692930492,0.188136802002699,4.46207902446113e-35,0.944439244773147,1
0.863665317445857,0.565147445873769,1.54095054482906e-07,6.685518490965959e-22,0.863665317445857,1
0.631507602307551,0.606049633905777,2.92453133555321e-18,0.0001013227063627,0.631507602307551,1
0.0338636908605139,0.0338636908605139,7.073718821074261e-09,0.0002088731866,1.0680726754481e-08,1
0.833623482095529,0.506407408963999,9.09605478331474e-05,1.38574531078711e-42,0.833623482095529,1
1.0,0.112653285093142,2.91036259079949e-15,8.27643995964092e-30,1.0,1
0.0314871477073084,0.0314871477073084,0.0002734033825774,5.06850464225227e-38,0.0002729388873208,1
0.197882927580327,0.197882927580327,4.53682118790334e-09,5.40655889241157e-05,4.3465936320443004e-10,1
0.999537884559938,0.368646541016546,6.25444911348584e-05,8.14519369091935e-05,0.999537884559938,1
0.0637707495564617,0.0637707495564617,1.1064734345482e-08,0.0010346396090457,2.04965544201443e-06,1
0.0001285742831556,0.0001285742831556,6.21830516501774e-20,1.1520036041302298e-30,1.3917060633717402e-17,1
0.999361105304975,0.897929958254298,4.82353726992482e-05,4.74331657093378e-27,0.999361105304975,1
0.781791413026351,0.781791413026351,0.465153983521513,3.4234371288993003e-133,0.727339634389885,1
0.999999506130565,0.98416859052143,1.55895974365944e-16,9.22459237716943e-13,0.999999506130565,1
0.552804916167292,0.492575085738352,0.552804916167292,1.562888207442e-26,0.317849587701167,1
1.0,0.300060506261623,3.85882192749589e-170,7.361265588370049e-119,1.0,1
0.812378165867186,0.384978074122788,0.326556133582572,5.5200874491923795e-34,0.812378165867186,1
0.854499493019675,0.232749361365999,0.263386809762712,4.57774908283248e-05,0.854499493019675,1
0.999999481538241,0.933826848918506,3.70544919049199e-11,1.03827429357794e-27,0.999999481538241,1
0.999999999936242,0.133054878624889,9.842944462739551e-09,2.05014988732297e-41,0.999999999936242,1
0.0042935087589087,0.0042935087589087,6.37062447058615e-51,2.874622242268e-10,3.72403361001825e-37,1
1.0,0.596903423430775,4.04293297706915e-58,1.96033816143442e-74,1.0,1
0.754758178347172,0.0023672268378258,8.03514617215678e-05,0.0,0.754758178347172,1
0.999858624358789,0.000832460024748,0.0018020922584335,6.28104424162426e-29,0.999858624358789,1
0.828795897118084,0.802502668959969,0.212544428643717,4.33118240297616e-88,0.828795897118084,1
0.98822553764449,0.127706937285733,3.65203388450844e-46,2.35549669073588e-16,0.98822553764449,1
0.999999999969035,0.615065515773477,2.14450427158228e-21,4.38478911259251e-64,0.999999999969035,1
0.999947749549962,0.778377087399491,9.134938147417511e-10,1.0260759994965099e-34,0.999947749549962,1
0.999999995787539,0.0009139215061687,6.06843707578503e-06,6.16299986639311e-06,0.999999995787539,1
0.999999999970871,0.0510877036737954,1.1450642487786001e-10,1.65565214613065e-05,0.999999999970871,1
0.999999996462112,0.57113894732989,1.0416080198375802e-15,4.6486620530135e-76,0.999999996462112,1
0.748383045609547,0.24009893104025,0.573056883604344,6.42973849862866e-34,0.748383045609547,1
0.171816624815327,0.171816624815327,8.2676080479077e-08,1.5005813788355199e-33,0.0501985329348485,1
0.928604784835346,0.764951080683477,8.88886590600259e-05,5.05255565538366e-20,0.928604784835346,1
0.348380076652917,0.348380076652917,1.12347562716556e-06,0.0005417058590128,1.5260474953587201e-09,1
0.154263067259467,0.154263067259467,0.0001533456499986,2.08029544212164e-33,3.4460268329442e-08,1
0.889461952177703,0.755875728896069,0.0605179924608078,5.4859275231946e-10,0.889461952177703,1
1.0,0.0267852920594967,6.52099204571161e-29,4.02255359819244e-07,1.0,1
0.999992691931683,0.967305484909187,7.04466570055837e-10,1.65031704172473e-73,0.999992691931683,1
0.529988366750245,0.0029656917969681,0.529988366750245,0.0001655811749284,0.229620618924717,1
1.0,0.0103266257059366,6.77453303880469e-41,1.22224857036255e-74,1.0,1
0.999874004895165,0.300734701216883,2.7979953317845e-13,6.20948681258883e-73,0.999874004895165,1
0.999999982924377,0.142159611601162,1.45994004478922e-08,1.32967932455668e-05,0.999999982924377,1
0.121925848026342,0.121925848026342,5.33803084842426e-17,1.52558539571005e-11,1.23544940194503e-13,1
0.916278773641048,0.78554034488704,0.109126787550428,7.1359213999292e-33,0.916278773641048,1
0.154918555129907,0.105388874410249,0.154918555129907,1.72563564659723e-65,0.105936815486231,1
0.99991404032978,0.989852491250011,1.46688221113138e-11,2.75203856911181e-10,0.99991404032978,1
0.99908077409666,0.348853143401738,6.069322466800301e-15,2.1546647258595898e-33,0.99908077409666,1
0.364424932584591,0.364424932584591,0.344202559203792,2.88540491906872e-86,0.0393668914017139,1
0.0234044429882202,0.0054209666185696,0.0234044429882202,1.09917568954692e-53,0.0221506687579603,1
0.917989572390966,0.0003506303492383,7.21120091127273e-07,0.0,0.917989572390966,1
0.999999999994111,0.109254202565274,1.0322766165177e-31,0.0,0.999999999994111,1
0.9991411040006,0.775559936473347,0.0010263320737973,0.0,0.9991411040006,1
0.0921167305747432,0.0921167305747432,1.68785078792425e-45,0.0003074893014378,4.2165923292158697e-128,1
0.928326119026601,0.0623526740439521,1.0978309436893502e-15,7.65275072758781e-59,0.928326119026601,1
0.392221538407261,0.392221538407261,0.205095567336502,0.0001444555351009,0.106935609346092,1
1.47586003015218e-05,7.79490825052963e-12,6.24311767819345e-07,1.50730176468856e-06,1.47586003015218e-05,1
0.960142163201187,0.960142163201187,0.10181745482741,2.5638229246293697e-12,0.875993070688406,1
0.610169339058103,0.610169339058103,0.30929359916877,2.95010816875929e-12,0.233303143296861,1
0.999999999995143,0.446753131030171,1.2813426351976102e-25,3.4789139535235204e-44,0.999999999995143,1
0.897790232362949,1.22117049995541e-07,0.408676208018316,0.0002623141440899,0.897790232362949,1
0.895523580999906,0.73602476785416,0.0789952157217258,0.0015830208757921,0.895523580999906,1
1.0,0.398283270083357,1.35725711961066e-32,9.12394627128053e-46,1.0,1
0.0751640809329864,0.0751640809329864,6.49766558631178e-30,0.0016943060394585,4.49188167789475e-29,1
1.0,0.180310736180197,9.324319295414809e-30,0.000130040081772,1.0,1
0.999999982013664,0.163317347291698,6.91223591274898e-13,0.0,0.999999982013664,1
0.0793222201958627,0.0793222201958627,1.59646565960551e-13,4.8960126175044005e-26,0.0034150539141572,1
0.919167119318316,0.706793067024689,0.0941925972854608,9.73835045440578e-27,0.919167119318316,1
0.869100689906122,0.154235557192734,0.313178791969158,3.86835826326619e-55,0.869100689906122,1
0.999999999995987,0.0218367936068113,6.30214544968707e-14,1.4892236721907102e-60,0.999999999995987,1
0.99999999990373,0.505989267870167,1.7767219781314798e-49,1.70696903802511e-13,0.99999999990373,1
0.0928946834219037,0.0928946834219037,0.001446768186094,6.13097489234473e-58,8.19011597496448e-07,1
0.997289017473544,0.425896681870009,0.0014266672107081,8.5025742059831e-05,0.997289017473544,1
0.945351592565857,0.829349800471992,0.0870591542360281,1.0438616748681799e-26,0.945351592565857,1
0.999996141086279,0.401849916682873,6.26141972507559e-07,9.762841056876389e-28,0.999996141086279,1
0.984217893920059,0.0055977563430785,0.0447501322453872,3.75515749680583e-20,0.984217893920059,1
0.316285987898188,0.316285987898188,3.82470208713926e-08,2.7590219412169803e-10,2.95753926554823e-10,1
0.160701832788653,0.160701832788653,1.5107064215188e-07,1.65933096754544e-33,0.013958289343889,1
0.999999999843699,0.228591069542352,3.1385075955776204e-15,1.19815353093156e-42,0.999999999843699,1
0.999999999999971,0.0998922966953833,3.68710676621014e-51,1.0268129398423e-35,0.999999999999971,1
0.0272760522577924,0.0272760522577924,1.0223439900040201e-68,0.0007199254974084,2.96727126641569e-64,1
0.790616332837086,0.460887747706959,0.41601162163476,2.6522882921733297e-16,0.790616332837086,1
0.999834821655941,0.932949372356094,1.61989980168872e-07,1.5142708062607199e-12,0.999834821655941,1
1.0,0.0558126578612074,2.35393738932143e-80,3.03799923586444e-38,1.0,1
0.0725654235167669,0.0725654235167669,1.05197594686181e-08,2.70048646248621e-09,3.6773541777897103e-10,1
0.943457057893919,0.304736095199875,3.83418723050541e-73,3.95133442316737e-05,0.943457057893919,1
0.999965274745136,0.327220512547521,9.9230790480497e-16,1.48607645201102e-73,0.999965274745136,1
0.999696541510544,0.0512203548084437,0.0010742000407745,2.1126256404983396e-56,0.999696541510544,1
0.999999873407982,0.107277545483388,1.36869722213039e-09,9.98012093729673e-42,0.999999873407982,1
0.0342003708385947,0.0342003708385947,0.0063654205945079,0.0007066524180817,0.0024728158010692,1
0.993318039387499,3.15949167068496e-06,0.0277779568592872,1.41467239493755e-33,0.993318039387499,1
0.262904720621298,0.191787186262142,0.262904720621298,6.64320613913969e-05,0.17633553267777,1
0.887629897276935,0.0478793682043561,0.887629897276935,1.20317493589262e-74,0.620062097763484,1
0.983876450629907,0.8098198605815,0.0026734379215495,4.3596079917010505e-09,0.983876450629907,1
0.965337458526373,0.0756902826043307,9.22952945432856e-37,5.32414100953346e-26,0.965337458526373,1
0.978018668631972,0.594591054953363,0.0004633084876376,2.3247987318656598e-33,0.978018668631972,1
0.999999019970883,0.792048187680102,1.99415533981351e-08,1.09432179747382e-56,0.999999019970883,1
0.999987731705888,0.0522169169541844,6.87278752887855e-05,7.06214301977048e-141,0.999987731705888,1
